Número de documentos (noticias) del corpus: 234
Número de palabras del corpus: 2970
Palabra: network Frec: 1 LogProb: -8.34189
Palabra: new Frec: 3 LogProb: -7.64874
Palabra: news Frec: 3 LogProb: -7.64874
Palabra: nickel Frec: 1 LogProb: -8.34189
Palabra: nike Frec: 1 LogProb: -8.34189
Palabra: nine Frec: 3 LogProb: -7.64874
Palabra: ninemonth Frec: 1 LogProb: -8.34189
Palabra: nokia Frec: 3 LogProb: -7.64874
Palabra: nonrecurring Frec: 6 LogProb: -7.08912
Palabra: nordea Frec: 1 LogProb: -8.34189
Palabra: nordic Frec: 3 LogProb: -7.64874
Palabra: north Frec: 1 LogProb: -8.34189
Palabra: norvestia Frec: 1 LogProb: -8.34189
Palabra: notably Frec: 1 LogProb: -8.34189
Palabra: november Frec: 1 LogProb: -8.34189
Palabra: now Frec: 2 LogProb: -7.93642
Palabra: number Frec: 4 LogProb: -7.4256
Palabra: o Frec: 1 LogProb: -8.34189
Palabra: obtained Frec: 1 LogProb: -8.34189
Palabra: occupies Frec: 1 LogProb: -8.34189
Palabra: oct Frec: 1 LogProb: -8.34189
Palabra: october Frec: 3 LogProb: -7.64874
Palabra: office Frec: 1 LogProb: -8.34189
Palabra: oil Frec: 1 LogProb: -8.34189
Palabra: okmetic Frec: 2 LogProb: -7.93642
Palabra: okmv Frec: 1 LogProb: -8.34189
Palabra: olvi Frec: 1 LogProb: -8.34189
Palabra: omx Frec: 10 LogProb: -6.63714
Palabra: omxn Frec: 1 LogProb: -8.34189
Palabra: one Frec: 1 LogProb: -8.34189
Palabra: oneoff Frec: 2 LogProb: -7.93642
Palabra: ongoing Frec: 1 LogProb: -8.34189
Palabra: operating Frec: 43 LogProb: -5.25084
Palabra: operation Frec: 1 LogProb: -8.34189
Palabra: operations Frec: 9 LogProb: -6.73245
Palabra: operative Frec: 1 LogProb: -8.34189
Palabra: oppohjola Frec: 1 LogProb: -8.34189
Palabra: order Frec: 2 LogProb: -7.93642
Palabra: orders Frec: 2 LogProb: -7.93642
Palabra: orion Frec: 2 LogProb: -7.93642
Palabra: otev Frec: 1 LogProb: -8.34189
Palabra: otis Frec: 1 LogProb: -8.34189
Palabra: out Frec: 3 LogProb: -7.64874
Palabra: outlook Frec: 2 LogProb: -7.93642
Palabra: outotec Frec: 1 LogProb: -8.34189
Palabra: outside Frec: 2 LogProb: -7.93642
Palabra: over Frec: 1 LogProb: -8.34189
Palabra: overall Frec: 1 LogProb: -8.34189
Palabra: overshadowed Frec: 1 LogProb: -8.34189
Palabra: oy Frec: 1 LogProb: -8.34189
Palabra: oyj Frec: 23 LogProb: -5.85698
Palabra: packaging Frec: 1 LogProb: -8.34189
Palabra: painful Frec: 1 LogProb: -8.34189
Palabra: paper Frec: 1 LogProb: -8.34189
Palabra: par Frec: 1 LogProb: -8.34189
Palabra: parent Frec: 1 LogProb: -8.34189
Palabra: part Frec: 1 LogProb: -8.34189
Palabra: particular Frec: 1 LogProb: -8.34189
Palabra: partly Frec: 1 LogProb: -8.34189
Palabra: passenger Frec: 3 LogProb: -7.64874
Palabra: passengers Frec: 3 LogProb: -7.64874
Palabra: patents Frec: 1 LogProb: -8.34189
Palabra: paying Frec: 1 LogProb: -8.34189
Palabra: payment Frec: 1 LogProb: -8.34189
Palabra: pct Frec: 11 LogProb: -6.55013
Palabra: pecs Frec: 1 LogProb: -8.34189
Palabra: pence Frec: 1 LogProb: -8.34189
Palabra: people Frec: 1 LogProb: -8.34189
Palabra: per Frec: 15 LogProb: -6.26245
Palabra: percent Frec: 11 LogProb: -6.55013
Palabra: percentage Frec: 2 LogProb: -7.93642
Palabra: performance Frec: 5 LogProb: -7.24327
Palabra: peri Frec: 1 LogProb: -8.34189
Palabra: period Frec: 38 LogProb: -5.37147
Palabra: periodend Frec: 1 LogProb: -8.34189
Palabra: perkonoja Frec: 1 LogProb: -8.34189
Palabra: personnel Frec: 1 LogProb: -8.34189
Palabra: persons Frec: 1 LogProb: -8.34189
Palabra: petrol Frec: 1 LogProb: -8.34189
Palabra: pharmaceuticals Frec: 1 LogProb: -8.34189
Palabra: phone Frec: 2 LogProb: -7.93642
Palabra: phones Frec: 1 LogProb: -8.34189
Palabra: place Frec: 1 LogProb: -8.34189
Palabra: plant Frec: 1 LogProb: -8.34189
Palabra: plants Frec: 1 LogProb: -8.34189
Palabra: player Frec: 1 LogProb: -8.34189
Palabra: plc Frec: 1 LogProb: -8.34189
Palabra: plumbing Frec: 2 LogProb: -7.93642
Palabra: plummeted Frec: 1 LogProb: -8.34189
Palabra: plunged Frec: 1 LogProb: -8.34189
Palabra: pm Frec: 1 LogProb: -8.34189
Palabra: points Frec: 3 LogProb: -7.64874
Palabra: ponsse Frec: 1 LogProb: -8.34189
Palabra: poor Frec: 2 LogProb: -7.93642
Palabra: poorest Frec: 1 LogProb: -8.34189
Palabra: portfolio Frec: 1 LogProb: -8.34189
Palabra: posted Frec: 4 LogProb: -7.4256
Palabra: power Frec: 2 LogProb: -7.93642
Palabra: pretax Frec: 7 LogProb: -6.95559
Palabra: previous Frec: 8 LogProb: -6.83781
Palabra: previously Frec: 3 LogProb: -7.64874
Palabra: price Frec: 3 LogProb: -7.64874
Palabra: prices Frec: 5 LogProb: -7.24327
Palabra: primarily Frec: 1 LogProb: -8.34189
Palabra: printing Frec: 4 LogProb: -7.4256
Palabra: problems Frec: 1 LogProb: -8.34189
Palabra: process Frec: 1 LogProb: -8.34189
Palabra: producers Frec: 2 LogProb: -7.93642
Palabra: production Frec: 4 LogProb: -7.4256
Palabra: products Frec: 7 LogProb: -6.95559
Palabra: profit Frec: 77 LogProb: -4.67833
Palabra: profitability Frec: 1 LogProb: -8.34189
Palabra: profits Frec: 1 LogProb: -8.34189
Palabra: programs Frec: 1 LogProb: -8.34189
Palabra: project Frec: 2 LogProb: -7.93642
Palabra: projections Frec: 1 LogProb: -8.34189
Palabra: projects Frec: 1 LogProb: -8.34189
Palabra: prolongation Frec: 1 LogProb: -8.34189
Palabra: promise Frec: 1 LogProb: -8.34189
Palabra: properties Frec: 2 LogProb: -7.93642
Palabra: prospects Frec: 1 LogProb: -8.34189
Palabra: provided Frec: 1 LogProb: -8.34189
Palabra: provider Frec: 3 LogProb: -7.64874
Palabra: published Frec: 1 LogProb: -8.34189
Palabra: pulp Frec: 1 LogProb: -8.34189
Palabra: purchases Frec: 1 LogProb: -8.34189
Palabra: pursue Frec: 1 LogProb: -8.34189
Palabra: pushed Frec: 1 LogProb: -8.34189
Palabra: q Frec: 6 LogProb: -7.08912
Palabra: qualcomm Frec: 1 LogProb: -8.34189
Palabra: quarter Frec: 47 LogProb: -5.16383
Palabra: r Frec: 1 LogProb: -8.34189
Palabra: ragutis Frec: 2 LogProb: -7.93642
Palabra: ramirent Frec: 1 LogProb: -8.34189
Palabra: rapidly Frec: 1 LogProb: -8.34189
Palabra: rate Frec: 1 LogProb: -8.34189
Palabra: rates Frec: 2 LogProb: -7.93642
Palabra: rautaruukki Frec: 1 LogProb: -8.34189
Palabra: raute Frec: 1 LogProb: -8.34189
Palabra: rd Frec: 1 LogProb: -8.34189
Palabra: reached Frec: 1 LogProb: -8.34189
Palabra: real Frec: 1 LogProb: -8.34189
Palabra: received Frec: 1 LogProb: -8.34189
Palabra: recent Frec: 1 LogProb: -8.34189
Palabra: recently Frec: 1 LogProb: -8.34189
Palabra: recommencing Frec: 1 LogProb: -8.34189
Palabra: reduce Frec: 1 LogProb: -8.34189
Palabra: reduced Frec: 1 LogProb: -8.34189
Palabra: reducing Frec: 1 LogProb: -8.34189
Palabra: reduction Frec: 1 LogProb: -8.34189
Palabra: redundant Frec: 1 LogProb: -8.34189
Palabra: refining Frec: 1 LogProb: -8.34189
Palabra: refused Frec: 1 LogProb: -8.34189
Palabra: release Frec: 1 LogProb: -8.34189
Palabra: released Frec: 1 LogProb: -8.34189
Palabra: remain Frec: 5 LogProb: -7.24327
Palabra: remained Frec: 1 LogProb: -8.34189
Palabra: report Frec: 4 LogProb: -7.4256
Palabra: reported Frec: 3 LogProb: -7.64874
Palabra: reporting Frec: 1 LogProb: -8.34189
Palabra: reports Frec: 6 LogProb: -7.08912
Palabra: representing Frec: 1 LogProb: -8.34189
Palabra: residential Frec: 1 LogProb: -8.34189
Palabra: resorts Frec: 1 LogProb: -8.34189
Palabra: rest Frec: 1 LogProb: -8.34189
Palabra: restructuring Frec: 1 LogProb: -8.34189
Palabra: result Frec: 12 LogProb: -6.47008
Palabra: resulting Frec: 1 LogProb: -8.34189
Palabra: results Frec: 2 LogProb: -7.93642
Palabra: retail Frec: 1 LogProb: -8.34189
Palabra: return Frec: 1 LogProb: -8.34189
Palabra: revenue Frec: 4 LogProb: -7.4256
Palabra: riga Frec: 1 LogProb: -8.34189
Palabra: rising Frec: 1 LogProb: -8.34189
Palabra: rival Frec: 2 LogProb: -7.93642
Palabra: rivals Frec: 1 LogProb: -8.34189
Palabra: roi Frec: 1 LogProb: -8.34189
Palabra: route Frec: 3 LogProb: -7.64874
Palabra: routes Frec: 1 LogProb: -8.34189
Palabra: rtrks Frec: 1 LogProb: -8.34189
Palabra: run Frec: 1 LogProb: -8.34189
Palabra: running Frec: 2 LogProb: -7.93642
Palabra: russia Frec: 2 LogProb: -7.93642
Palabra: russian Frec: 1 LogProb: -8.34189
Palabra: ruukki Frec: 1 LogProb: -8.34189
Palabra: s Frec: 43 LogProb: -5.25084
Palabra: salcomp Frec: 2 LogProb: -7.93642
Palabra: sale Frec: 3 LogProb: -7.64874
Palabra: sales Frec: 52 LogProb: -5.06474
Palabra: salonen Frec: 1 LogProb: -8.34189
Palabra: salv Frec: 1 LogProb: -8.34189
Palabra: same Frec: 9 LogProb: -6.73245
Palabra: sampo Frec: 1 LogProb: -8.34189
Palabra: samsung Frec: 1 LogProb: -8.34189
Palabra: sanoma Frec: 3 LogProb: -7.64874
Palabra: saw Frec: 1 LogProb: -8.34189
Palabra: saying Frec: 1 LogProb: -8.34189
Palabra: scanfil Frec: 5 LogProb: -7.24327
Palabra: schindler Frec: 1 LogProb: -8.34189
Palabra: seats Frec: 2 LogProb: -7.93642
Palabra: seb Frec: 1 LogProb: -8.34189
Palabra: second Frec: 11 LogProb: -6.55013
Palabra: secondquarter Frec: 1 LogProb: -8.34189
Palabra: sector Frec: 3 LogProb: -7.64874
Palabra: security Frec: 1 LogProb: -8.34189
Palabra: sep Frec: 1 LogProb: -8.34189
Palabra: seppala Frec: 1 LogProb: -8.34189
Palabra: september Frec: 7 LogProb: -6.95559
Palabra: settled Frec: 1 LogProb: -8.34189
Palabra: seven Frec: 1 LogProb: -8.34189
Palabra: sevenmonth Frec: 1 LogProb: -8.34189
Palabra: several Frec: 1 LogProb: -8.34189
Palabra: share Frec: 17 LogProb: -6.14466
Palabra: shareholder Frec: 1 LogProb: -8.34189
Palabra: shares Frec: 9 LogProb: -6.73245
Palabra: sharply Frec: 1 LogProb: -8.34189
Palabra: shedding Frec: 1 LogProb: -8.34189
Palabra: shipbuilding Frec: 1 LogProb: -8.34189
Palabra: shipping Frec: 3 LogProb: -7.64874
Palabra: short Frec: 1 LogProb: -8.34189
Palabra: showed Frec: 2 LogProb: -7.93642
Palabra: shows Frec: 1 LogProb: -8.34189
Palabra: shrank Frec: 1 LogProb: -8.34189
Palabra: side Frec: 1 LogProb: -8.34189
Palabra: siemens Frec: 1 LogProb: -8.34189
Palabra: significant Frec: 1 LogProb: -8.34189
Palabra: significantly Frec: 2 LogProb: -7.93642
Palabra: silicon Frec: 1 LogProb: -8.34189
Palabra: silja Frec: 1 LogProb: -8.34189
Palabra: situation Frec: 4 LogProb: -7.4256
Palabra: sizable Frec: 1 LogProb: -8.34189
Palabra: sky Frec: 1 LogProb: -8.34189
Palabra: slashed Frec: 2 LogProb: -7.93642
Palabra: slid Frec: 2 LogProb: -7.93642
Palabra: slightly Frec: 1 LogProb: -8.34189
Palabra: slipped Frec: 5 LogProb: -7.24327
Palabra: slow Frec: 1 LogProb: -8.34189
Palabra: slowed Frec: 1 LogProb: -8.34189
Palabra: slowing Frec: 1 LogProb: -8.34189
Palabra: slumped Frec: 1 LogProb: -8.34189
Palabra: small Frec: 2 LogProb: -7.93642
Palabra: smaller Frec: 3 LogProb: -7.64874
Palabra: snowfall Frec: 1 LogProb: -8.34189
Palabra: software Frec: 4 LogProb: -7.4256
Palabra: sold Frec: 2 LogProb: -7.93642
Palabra: solidium Frec: 1 LogProb: -8.34189
Palabra: solteq Frec: 1 LogProb: -8.34189
Palabra: solution Frec: 1 LogProb: -8.34189
Palabra: solutions Frec: 6 LogProb: -7.08912
Palabra: southern Frec: 1 LogProb: -8.34189
Palabra: sports Frec: 1 LogProb: -8.34189
Palabra: srv Frec: 1 LogProb: -8.34189
Palabra: ss Frec: 1 LogProb: -8.34189
Palabra: ssh Frec: 1 LogProb: -8.34189
Palabra: st Frec: 1 LogProb: -8.34189
Palabra: staff Frec: 3 LogProb: -7.64874
Palabra: start Frec: 1 LogProb: -8.34189
Palabra: startups Frec: 1 LogProb: -8.34189
Palabra: states Frec: 1 LogProb: -8.34189
Palabra: station Frec: 1 LogProb: -8.34189
Palabra: stay Frec: 1 LogProb: -8.34189
Palabra: steel Frec: 1 LogProb: -8.34189
Palabra: steelmaker Frec: 1 LogProb: -8.34189
Palabra: stock Frec: 3 LogProb: -7.64874
Palabra: stockholm Frec: 2 LogProb: -7.93642
Palabra: stockmann Frec: 1 LogProb: -8.34189
Palabra: stocks Frec: 2 LogProb: -7.93642
Palabra: stoppage Frec: 1 LogProb: -8.34189
Palabra: stora Frec: 4 LogProb: -7.4256
Palabra: store Frec: 1 LogProb: -8.34189
Palabra: stores Frec: 1 LogProb: -8.34189
Palabra: stqv Frec: 1 LogProb: -8.34189
Palabra: stranded Frec: 1 LogProb: -8.34189
Palabra: strengthening Frec: 1 LogProb: -8.34189
Palabra: strike Frec: 3 LogProb: -7.64874
Palabra: struggling Frec: 1 LogProb: -8.34189
Palabra: subsidiary Frec: 2 LogProb: -7.93642
Palabra: substantially Frec: 1 LogProb: -8.34189
Palabra: suffered Frec: 1 LogProb: -8.34189
Palabra: suffering Frec: 1 LogProb: -8.34189
Palabra: sufficient Frec: 1 LogProb: -8.34189
Palabra: supplier Frec: 5 LogProb: -7.24327
Palabra: supply Frec: 1 LogProb: -8.34189
Palabra: surfeit Frec: 1 LogProb: -8.34189
Palabra: surprise Frec: 1 LogProb: -8.34189
Palabra: suv Frec: 1 LogProb: -8.34189
Palabra: sverige Frec: 1 LogProb: -8.34189
Palabra: swedbank Frec: 2 LogProb: -7.93642
Palabra: swedish Frec: 2 LogProb: -7.93642
Palabra: swung Frec: 1 LogProb: -8.34189
Palabra: system Frec: 1 LogProb: -8.34189
Palabra: systems Frec: 7 LogProb: -6.95559
Palabra: tacked Frec: 1 LogProb: -8.34189
Palabra: take Frec: 2 LogProb: -7.93642
Palabra: taken Frec: 1 LogProb: -8.34189
Palabra: takeover Frec: 1 LogProb: -8.34189
Palabra: talentum Frec: 1 LogProb: -8.34189
Palabra: tallink Frec: 1 LogProb: -8.34189
Palabra: tallinn Frec: 1 LogProb: -8.34189
Palabra: tallinnbased Frec: 1 LogProb: -8.34189
Palabra: tanker Frec: 1 LogProb: -8.34189
Palabra: targets Frec: 1 LogProb: -8.34189
Palabra: tariff Frec: 1 LogProb: -8.34189
Palabra: tasks Frec: 1 LogProb: -8.34189
Palabra: taxes Frec: 6 LogProb: -7.08912
Palabra: technologies Frec: 1 LogProb: -8.34189
Palabra: telecommunications Frec: 1 LogProb: -8.34189
Palabra: termination Frec: 1 LogProb: -8.34189
Palabra: terms Frec: 3 LogProb: -7.64874
Palabra: territories Frec: 1 LogProb: -8.34189
Palabra: territory Frec: 1 LogProb: -8.34189
Palabra: test Frec: 1 LogProb: -8.34189
Palabra: thanks Frec: 1 LogProb: -8.34189
Palabra: therefore Frec: 1 LogProb: -8.34189
Palabra: third Frec: 13 LogProb: -6.39598
Palabra: thirdquarter Frec: 1 LogProb: -8.34189
Palabra: thomson Frec: 1 LogProb: -8.34189
Palabra: those Frec: 1 LogProb: -8.34189
Palabra: threat Frec: 1 LogProb: -8.34189
Palabra: threatening Frec: 1 LogProb: -8.34189
Palabra: three Frec: 4 LogProb: -7.4256
Palabra: through Frec: 1 LogProb: -8.34189
Palabra: thursday Frec: 3 LogProb: -7.64874
Palabra: thyssenkrupp Frec: 1 LogProb: -8.34189
Palabra: tieto Frec: 1 LogProb: -8.34189
Palabra: tietoenator Frec: 1 LogProb: -8.34189
Palabra: tiev Frec: 1 LogProb: -8.34189
Palabra: tightened Frec: 1 LogProb: -8.34189
Palabra: tikanoja Frec: 1 LogProb: -8.34189
Palabra: tikkurila Frec: 1 LogProb: -8.34189
Palabra: time Frec: 2 LogProb: -7.93642
Palabra: today Frec: 11 LogProb: -6.55013
Palabra: told Frec: 2 LogProb: -7.93642
Palabra: tonnes Frec: 1 LogProb: -8.34189
Palabra: tools Frec: 1 LogProb: -8.34189
Palabra: total Frec: 6 LogProb: -7.08912
Palabra: totaled Frec: 10 LogProb: -6.63714
Palabra: totaling Frec: 1 LogProb: -8.34189
Palabra: totalled Frec: 16 LogProb: -6.20182
Palabra: totalling Frec: 2 LogProb: -7.93642
Palabra: touchscreen Frec: 1 LogProb: -8.34189
Palabra: tough Frec: 2 LogProb: -7.93642
Palabra: tougher Frec: 1 LogProb: -8.34189
Palabra: trade Frec: 4 LogProb: -7.4256
Palabra: traded Frec: 1 LogProb: -8.34189
Palabra: traffic Frec: 5 LogProb: -7.24327
Palabra: trailer Frec: 1 LogProb: -8.34189
Palabra: triggered Frec: 1 LogProb: -8.34189
Palabra: trouble Frec: 2 LogProb: -7.93642
Palabra: truck Frec: 1 LogProb: -8.34189
Palabra: tuesday Frec: 2 LogProb: -7.93642
Palabra: turnover Frec: 2 LogProb: -7.93642
Palabra: twelve Frec: 1 LogProb: -8.34189
Palabra: uncertain Frec: 1 LogProb: -8.34189
Palabra: uncertainties Frec: 1 LogProb: -8.34189
Palabra: uncertainty Frec: 1 LogProb: -8.34189
Palabra: under Frec: 1 LogProb: -8.34189
Palabra: unfortunately Frec: 1 LogProb: -8.34189
Palabra: union Frec: 2 LogProb: -7.93642
Palabra: unit Frec: 3 LogProb: -7.64874
Palabra: united Frec: 2 LogProb: -7.93642
Palabra: units Frec: 1 LogProb: -8.34189
Palabra: unless Frec: 1 LogProb: -8.34189
Palabra: unstable Frec: 1 LogProb: -8.34189
Palabra: up Frec: 3 LogProb: -7.64874
Palabra: updates Frec: 1 LogProb: -8.34189
Palabra: upm Frec: 2 LogProb: -7.93642
Palabra: upmkymmene Frec: 1 LogProb: -8.34189
Palabra: uponor Frec: 3 LogProb: -7.64874
Palabra: uptodate Frec: 1 LogProb: -8.34189
Palabra: usd Frec: 8 LogProb: -6.83781
Palabra: vaisala Frec: 1 LogProb: -8.34189
Palabra: value Frec: 2 LogProb: -7.93642
Palabra: vehicles Frec: 1 LogProb: -8.34189
Palabra: versions Frec: 1 LogProb: -8.34189
Palabra: versus Frec: 2 LogProb: -7.93642
Palabra: volume Frec: 1 LogProb: -8.34189
Palabra: volumes Frec: 2 LogProb: -7.93642
Palabra: wafers Frec: 1 LogProb: -8.34189
Palabra: wages Frec: 1 LogProb: -8.34189
Palabra: warning Frec: 5 LogProb: -7.24327
Palabra: weak Frec: 3 LogProb: -7.64874
Palabra: weaker Frec: 1 LogProb: -8.34189
Palabra: wednesday Frec: 2 LogProb: -7.93642
Palabra: week Frec: 1 LogProb: -8.34189
Palabra: well Frec: 1 LogProb: -8.34189
Palabra: went Frec: 2 LogProb: -7.93642
Palabra: whole Frec: 6 LogProb: -7.08912
Palabra: widened Frec: 2 LogProb: -7.93642
Palabra: wiio Frec: 1 LogProb: -8.34189
Palabra: wind Frec: 1 LogProb: -8.34189
Palabra: winter Frec: 1 LogProb: -8.34189
Palabra: within Frec: 1 LogProb: -8.34189
Palabra: won Frec: 1 LogProb: -8.34189
Palabra: work Frec: 1 LogProb: -8.34189
Palabra: workers Frec: 3 LogProb: -7.64874
Palabra: worldwide Frec: 1 LogProb: -8.34189
Palabra: write Frec: 1 LogProb: -8.34189
Palabra: xa Frec: 4 LogProb: -7.4256
Palabra: xac Frec: 5 LogProb: -7.24327
Palabra: year Frec: 43 LogProb: -5.25084
Palabra: yearago Frec: 1 LogProb: -8.34189
Palabra: yearonyear Frec: 5 LogProb: -7.24327
Palabra: years Frec: 1 LogProb: -8.34189
Palabra: yit Frec: 2 LogProb: -7.93642
Palabra: zoltan Frec: 1 LogProb: -8.34189
