`` These developments partly reflect the government 's higher activity in the field of dividend policy . '',neutral
In Q1 of 2009  Bank of +àland 's net interest income weakened by 10 % to EUR 9.1 mn .,negative
This corresponds to 6.81 percent of Okmetic 's share capital and voting rights .,neutral
The group 's 12-month operating profit grew 31 percent to 337.8 million euros .,positive
Technical indicators for the stock are bullish and S&P gives NOK a positive 4 STARS out of 5 buy ranking .,positive
Relations with the City have been further damaged by comments from Mr Ashley criticising City investors and analysts as `` cry babies '' .,negative
The groups 's turnover for the full fiscal year is expected to show a slight increase from the previous fiscal year .,positive
With the U.S. Federal Government putting a stake in the ground  vendors - and their customers - are focused on meeting the deadline .,neutral
In the reporting period  net sales rose by 8 % year-on-year to EUR64 .3 m  due to the business acquisitions realized during the first half of 2008-09  the effect of which was EUR10 .9 m in the review period .,positive
The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .,positive
The prerequisite for inclusion in the program and for receipt of any gains is that key employees acquire Aspo shares to the amount determined by the Board in advance  in the maximum .,neutral
In January-September 2007  operating profit totaled EUR 20.5 mn .,neutral
`` Marimekko operates in an industry in which changes in the business climate are reflected in consumer demand .,neutral
The deal also includes a ten-year maintenance agreement .,neutral
The Finnish investment company Sponda is conducting negotiations to acquire the business center Dukat Palace-2 located in the center of Moscow  from London & Regional Properties .,neutral
`` We are very pleased to be working with Fujitsu and NTT DoCoMo to advance the progress of LTE  '' said Juergen Walter  Head of Converged Core  Nokia Siemens Networks .,positive
Exel is headquartered in Mantyharju in Finland .,neutral
Ahlstrom 's 5800 employees serve customers via sales offices and production facilities in more than 20 countries on six continents .,neutral
Of the company 's net sales  38 % was acquired in Finland  21 % in other European countries  40 % in Asia  and 1 % in the US .,neutral
Part of the reductions will be made through retirement arrangements .,neutral
EQT has completed its exit from Salcomp  a Finnish company that makes mobile phone chargers  by selling its remaining stake to Swedish investment group Nordstjernan for about ( EURO ) 35 million ( $ 47 million ) .,neutral
According to Finnish Aktia Bank 's Managing Director Jussi Laitinen  the bank 's aim is to triple the number of its customers in Finland in the next five years .,positive
Elsewhere  the tendency is towards more developed packaging than before .,neutral
Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,negative
In the Baltic countries  sales fell by 42.6 % .,negative
A maximum of 20 employees  who work in Karttakeskus and are responsible for producing Geographic Information Services  will be affected  the company added .,neutral
Under the agreement Benefon 's forthcoming range of TWIG integrated GPS navigation and mobile phone devices will use the jointly developed web-based tracking and location technology  in both consumer and commercial applications .,neutral
Finnish operator Elisa and Aker Yards have signed a long-term service deal through which Elisa will deliver all necessary voice and data services for Aker Yards in Finland .,positive
The transaction is expected to be completed next spring .,neutral
Pharmaceuticals - Netherlands This brand-new market analysis gives a clear overview of the actual situation and future outlook of the pharmaceutical market in Netherlands .,neutral
The concept enables a commercially affordable way to manufacture high-quality TCO coated glass for the solar industry .,positive
The major part of the deliveries include different AC and CXE amplifier solutions and products by Belgian DINH Telecom  a broadband solutions company acquired by Teleste in the spring of 2007 .,neutral
In volume  the focus is already outside Finland  as 60 % of the group 's products are made in Poland and the Baltic countries .,neutral
Okmetic has used the furnaces for the contract manufacturing of solar crystals .,neutral
In Sweden  operating profit for the period under review totaled EUR 3.4 mn  up 30.8 % from the corresponding period in 2005 .,positive
The company will be part of Teleste 's Video and Broadband Solutions business area .,neutral
Operating profit  excluding non-recurring items  totaled EUR 0.2 mn  down from EUR 0.8 mn in the corresponding period in 2006 .,negative
The order also covers design services  hardware  software licences  as well as maintenance services over six years .,neutral
The event can also be viewed as a live webcast at www.cargotec.com .,neutral
The contract value amounts to about EUR11m  the company added .,neutral
Because the application can be considered as a hacking application  it is classified by F-Secure as riskware .,neutral
Operating profit improved by 16.7 % to EUR 7.7 mn .,positive
Incap Contract Manufacturing Services Private Limited has inked agreements with six new customers in India .,positive
The continued operations mean the structure after the restructuring of the Aspocomp group including Aspocomp Oulu and the headquarter operations .,neutral
Operating profit for the nine-month period increased from EUR13 .6 m  while net sales increased from EUR394 .7 m  as compared to the corresponding period in 2005 .,positive
Technopolis has approximately 130 customer companies in Jyvaskyla .,neutral
17 March 2011 - Goldman Sachs estimates that there are negative prospects for the Norwegian mobile operations of Norway 's Telenor ASA OSL : TEL and Sweden 's TeliaSonera AB STO : TLSN in the short term .,negative
Seventy-three of those also have more extensive training in products built on the latest ArchestrA technologies  such as the Wonderware System Platform .,neutral
Last year SysOpen Digia invested in IBM product know-how in the building of portal and trading place systems and successfully implemented customer solutions supported by it .,positive
Raute  headquartered in Nastola  Finland  is a technology company serving the wood products industry worldwide .,neutral
Besides  Pit-Produkt will enter the new segments .,neutral
The corresponding increase in the share capital  in total EUR 30000 was registered in the Finnish Trade Register on May 8  2008 .,neutral
On preliminary estimate  the hotel will operate under the brand Novotel .,neutral
Finnish financial group Aktia reports operating profit of EUR 44.4 mn in January-September 2009  up from EUR 37.3 mn in the corresponding period in 2008 .,positive
Analysts surveyed by Thomson Financial expected revenue of $ 69 million for the quarter .,neutral
The financial statements release will be available after publishing on the Company 's internet pages at www.cargotec.com .,neutral
The credit covers approximately 70 % of the ship 's price .,neutral
This is the company 's first contract abroad .,neutral
The company then said it will focus its resources on clinical research .,neutral
The desk will reach its full planned strength of ten persons in autumn 2007 .,neutral
The transaction is expected to be finalized by Dec 2009 .,neutral
On the following workday customers can check from their home computers how their purchases are divided between different ingredient groups  how much energy various products contain and what is the nutritional content of all purchases .,neutral
( ADP News ) - Nov 5  2008 - Finnish electronic measurement products and solutions maker Vaisala Oyj ( OMX : VAIAS ) said today that its net profit rose to EUR 18 million ( USD 23.1 m ) for the first nine months of 2008 from EUR 1,positive
No financial detail were available .,neutral
Underground parking facilities will also be built on the basement floor .,neutral
The company 's annual loss amounted to EEK 18mn  compared to a profit of EEK 7.3 mn in 2008 .,negative
For 2009  net profit was EUR3m and the company paid a dividend of EUR1 .30 apiece .,neutral
Finnish KCI Konecranes has raised its net sales growth estimate for 2006 from over 25 % to over 35 % .,positive
Olvi has posted a strong set of figures for the first six months of this year .,positive
A total of 1800000 stock options were issued in the 2003 stock option scheme .,neutral
Thus  SysOpen Digia has  in accordance with Chapter 14 Section 21 of the Finnish Companies Act 29.9.1978 - 734  obtained title to all the shares of Sentera that are to be redeemed .,neutral
Rory Fitzgerald  general manager  operations  Bristol Port  said : `` With the use of low maintenance technology we can save up to 30 per cent on servicing  plus the load sensing hydraulics can save us an extra 15 to 30 per cent on fuel consumption . '',positive
The company 's net profit amounted to EE 55.5 mn  which was 36 % more than in 2004 .,positive
"The Company operates through four principal divisions : Consumer Packaging , Office Papers , Speciality Papers  as well as Market Pulp and Energy .",neutral
The company may at any time have in its possession one tenth of all its shares at the maximum .,neutral
The Vuokatti unit will be developed to focus especially on the manufacture of prototypes  the ramp-up of new products and the demanding testing and after-sales services .,neutral
Finnish Bank of +àland reports operating profit of EUR 2.2 mn in the first quarter of 2010  down from EUR 6.3 mn in the corresponding period in 2009 .,negative
The latest result included per-share charges of 5 cents for stock compensation  1 cent for research and development and 1 cent for strategic investments .,neutral
Last month  Outokumpu sold more than 80 percent of its technology unit  Outokumpu Technology Oyj  to further its strategic goal of becoming the world 's largest stainless steel maker .,positive
HUHTAMAKI OYJ STOCK EXCHANGE RELEASE 16.12.2008 AT 09:30 Huhtamaki Oyj has resolved to clarify the Group structure by separating the Foodservice and Consumer Goods businesses in its production unit in Hameenlinna  Finland by transferring the businesses into its wholly owned subsidiaries .,neutral
However  sales returned to growth in April-June 2010  CEO Pekka Eloholma said .,positive
Metsa-Botnia will sell 82.1 % of its stake in the Uruguayan companies and Metsaliitto -- 5.5 % .,neutral
Recently the company decided to build a second identical plant at the same site due to be commissioned toward the end of 2008 .,neutral
We know that it exists  '' Artemyev said .,neutral
The Department Store Division reported an increase in sales of 4 per cent .,positive
The Swedish subsidiary holds 1.0 % net smelter return `` NSR '' royalties over two advanced copper projects in northern Sweden - the Viscaria and Adak Projects - being developed by Avalon Minerals Ltd. ASX : AVI .,neutral
The combination of all services enabling us to offer a complex and strengthened service chain not only limited to the Baltic port connections but also for getting access to the world wide Grimaldi Network into the Mediterranean  Africa and North America `` says Uwe Bakosch .,positive
At 1.33 pm  the OMX Helsinki 25 was 0.30 pct lower at 2463.67 and the OMX Helsinki was down 0.37 pct at 8537.42 on volume of 256 mln eur .,negative
OTHER  North-Rhine Westphalia - Is to issue a benchmark  5 year fixed rate deal in Euros .,neutral
No more waste-burning facilities should be built .,neutral
GUANGDONG  October 26  SinoCast -- Nokia Telecommunications Dongguan branch entered into a letter of intent to open a Nokia Class in Qingyuan Polytechnic  Qingyuan City of Guangdong Province .,neutral
The 2500-passenger ferry will have dimensions of 185 m length overall  170 m length between perpendiculars  27.70 m breadth and 6.55 m design draught .,neutral
The copying  republication or redistribution of AFX News Content  inculding by framing or similar means  is expressly prohibited without the prior written consent of AFX News .,neutral
Finnish beverage company Olvi is one of the last listed companies in Finland that has not yet published its financial result for the second quarter of 2009 .,neutral
`` The second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008  '' said Magnus Rosen  Ramirent CEO .,positive
COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,neutral
Kemira shares closed at (  x20ac ) 16.66 ( $ 22US .71 ) .,neutral
The recruits who have completed the K-retailer trainee program are qualified to start a career as independent retailers in K-stores .,neutral
Stockmann and Swedish sector company AB Lindex entered into an agreement on September 30  2007  whereby Stockmann  or a wholly-owned subsidiary of it  will make a public tender offer for all of Lindex 's issued shares .,positive
When dialing in  the participants should quote 877417 as conference ID .,neutral
No financial or pricing details were disclosed .,neutral
The equipment will be made at Vaahto 's plant in Hollola in Finland  and delivery is scheduled for the first quarter of 2009 .,neutral
29 September  2010 Finnish waste management and recycling company Lassila & Tikanoja expands its operations in Russia by introducing its recently completed recycling plant in the city of Dubna near Moscow .,positive
Diluted earnings per share ( EPS ) rose to EUR 3.68 from EUR 0.50 .,positive
The Finnish paints company acquired the remaining 49 pct that it did not own from Ukraine 's LGU for an undisclosed sum .,neutral
Ponsse projects the forest machine markets to improve more than expected in 2010 from the previous year .,positive
In the fourth quarter of 2008  net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .,negative
It projected revenue of $ 2.2 billion to $ 2.3 billion  slightly higher than analyst estimates of $ 2.19 billion .,positive
The agreement includes the entire process of managing Mercator 's supply chain in all regions where the company is currently present .,neutral
Ruukki Romania  the local arm of Finnish metal producer Ruukki  increased its capital by 900000 euro ( $ 1.14 mln ) through cash contribution  it was reported on September 19  2006 .,positive
No price was given for the transaction  which merges two London companies that have worked together on a number of projects including delivery of timetables for Britain 's National Express East Coast rail networks .,neutral
Nordea will coordinate the syndicated loan .,neutral
The fixed-term contract of Mr. Jarmo Ukonaho  the current General Manager of Incap 's Indian operations  will finish by the end of the year .,neutral
Established in 1989  CapMan manages Nordic buyout  mezzanine  technology  life science and real estate funds with approximately EURO 3 billion $ 4 billion in total capital .,neutral
OVA Press has a 60 % stake in the joint venture  while IMSM holds a 40 % stake .,neutral
As part of the agreement  Aspocomp will also give Meadville a 10 pct slice of a subsidiary operating in Oulu  Finland .,neutral
Cash Flow from Operations for the most recent quarter also reached a eight year low .,negative
The cooperation will involve Arena Partners buying a 35 % share of the new joint venture company  operating in Alma Media 's home sales  vehicle and consumer advertising marketplace businesses .,neutral
From Merisatama to the far corners of the world Asfaltti Osakeyhti+Â Lemmink+ñinen was established in 1910 by a group of master builders in Helsinki as a specialist business and subcontractor .,neutral
The Tecnomen Convergent Charging solution includes functionality for prepaid and post-paid billing  charging and rating of voice calls  video calls  raw data traffic and any type of content services in both mobile and fixed networks .,neutral
I can say categorically  no  ' Wahlroos was quoted as saying by the paper  when asked about Sampo 's interest in making a bid for RSA .,neutral
U.S.-based T Corp. is in talks with Scandinavian telecoms company TeliaSonera to sell its stake in Uzbek cellular operator Coscom  an executive at Coscom told Interfax .,neutral
Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,positive
Sales of mid-strength beer decreased by 40 % .,negative
Finnish metal products company Componenta Oyj net profit rose to 26.1 mln euro ( $ 35.9 mln ) for the first quarter of 2007 from 5.3 mln euro ( $ 7.3 mln ) for the same period of 2006 .,positive
In January-September 2009  the Group 's net interest income increased to EUR 112.4 mn from EUR 74.3 mn in January-September 2008 .,positive
This implementation is very important to the operator  since it is about to launch its Fixed-to-Mobile convergence service in Brazil see Brazil : 8 May 2006 : .,neutral
Svyturys-Utenos Alus  which is controlled by the Nordic group Baltic Beverages Holding ( BBH )  posted a 4.7-per-cent growth in beer sales for January-May to 46.22 million litres .,positive
Tiimari Latvian representative Ineta Zaharova said that the company earned LVL 122000 in 2005 profit  which is 20 times more that in 2004 .,positive
Device volume in the area decreased by 21 % to 2.7 mn units .,negative
Repeats sees 2008 operating profit down y-y ( Reporting by Helsinki Newsroom ) Keywords : TECNOMEN-RESULTS,negative
Cargotec Corporation  Press Release  August 26  2008 at 10 a.m. Finnish time Cargotec 's MacGREGOR business area providing marine cargo handling and offshore load handling solutions has received significant offshore crane retrofit order .,positive
Also  a seven-year historic analysis is provided for these markets .,neutral
It is being developed by Symbian  the software licensing consortium led by Nokia .,neutral
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,negative
Finnish cutlery and hand tools maker Fiskars Oyj Abp ( HEL : FISAS ) said today its net profit rose to EUR 24.1 million ( USD 33.6 m ) in the third quarter of 2010 from EUR 17.9 million a year earlier .,positive
Currently Alfred A Palmberg is putting the finishing touches to one of Finland 's biggest ever re-plumbing and bathroom refurbishment projects also in the district of Vuosaari .,neutral
Some 3.8 mln euro ( $ 5.2 mln ) of the base acquisition price will be paid in cash and the rest through a subscription offering of a total of 850000 new Ixonos shares .,neutral
The utility will also provide services related to electricity management  such as hedging trades and risk management and reporting .,neutral
ISMS does not disclose its financial results  the daily said .,neutral
Forestries were also higher  driven by yesterday 's bullish analyst comment on Stora Enso in Dagens Industri  dealers said .,positive
The sales price was not disclosed .,neutral
Eriikka S+Âderstr+Âm has previously held several positions in finance and control at Nokia Networks including acting as the Business Group Controller and having the corporate controller position at Nokia Siemens Networks .,neutral
This wood lacquered clock comes with a stripy hand-crocheted cover .,neutral
Yara Suomi Ltd also provides nitrogen chemicals and technical nitrates to various sectors of industry  as well as products used in environmental protection .,neutral
According to HK Ruokatalo  almost all the meat used by the company comes from Finland .,neutral
Elcoteq Dongguan was established in 1999 in the Nancheng District of Dongguan  China and is one of Elcoteq s four volume manufacturing plants in the Asia-Pacific region .,neutral
Operating loss before non-recurring items was EUR 0.9 mn  compared to a profit of EUR 11.5 mn in 2008 .,negative
Finnish retailer Stockmann has won approval from the board of Swedish rival Lindex for a public tender offer with the aim of expanding the companies ' presence in Russia and other CEE countries  Stockmann said Monday .,positive
The announced restructuring will significantly decrease the Company 's indebtedness .,positive
Fiskars  a 360-year-old global business best known for its orange-handled scissors  expects to derive synergies of EUR5 million a year by consolidating certain parts of the housewares division where the two compete .,positive
Profit before taxes was EUR 5.4 mn  up from EUR 3.6 mn a year earlier .,positive
Sales in Finland decreased by 10.5 % in January  while sales outside Finland dropped by 17 % .,negative
Financial details were not disclosed .,neutral
According to the original merger plan  Scanfil would get a 79 % stake in the combined business .,neutral
"Aldata to Share Space Optimization Vision at Apollo User Group and 2009 Category Management Association Conferences , Company Will Unveil New Solution that Combines Business Intelligence with Space Planning Data at Conferences",neutral
The new plant is planned to have an electricity generation capacity of up to 350 megawatts ( MW ) and the same heat generation capacity .,neutral
Cash flow from operations in January-December 2008 was a negative EUR 18.1 mn compared to EUR 39.0 mn in the corresponding period in 2007 .,negative
Measures will be launched immediately and are due to be finalized in the first quarter of 2010 .,neutral
( ADP News ) - Sep 30  2008 - Finnish security and privacy software solutions developer Stonesoft Oyj said today that it won a USD 1.9 million ( EUR 1.3 m ) order to deliver its StoneGate network security products to an unnamed Russian te,positive
Risto Jalo  chief executive of Dormus Print and also owner of the remainder of the company  will keep his position after the acquisition .,neutral
Mr Jortikka is president of the base metal division of Outotec Oyj in Finland and is on the executive committee of Outotec .,neutral
Mr. Mikko Saavalainen  head of Comptel 's Global Sales concludes : `` Gibtelecom provides a perfect illustration of the variety of business  technical and regulatory challenges operators are facing in their OSS today .,neutral
Finnish GeoSentric 's net sales decreased to EUR 939000 in January-March 2009 .,negative
The robust growth was the result of the inclusion of clothing chain Lindex in the Group in December 2007 .,positive
It is also 7.7 pct above the 12-month volume weighted average price of the stock .,positive
Turnover surged to EUR61 .8 m from EUR47 .6 m due to increasing service demand  especially in the third quarter  and the overall growth of its business .,positive
The Finnish national carrier said net loss in April through June was euro26 million  down from a net profit of euro13 million a year earlier .,negative
Loss after financial items totalled EUR 9.7 mn  compared to a profit of EUR 1.3 mn in the corresponding period in 2008 .,negative
In the Baltic countries  Atria 's target is organic growth .,neutral
During the past 10 years the factory has produced many of Nokia 's most popular models including the Nokia 2760  the Nokia 6300 as well as Nokia 's latest music device the Nokia 5800 Express Music .,neutral
Reported operating margin was a negative 5.9 % .,negative
Jensen  Njastein and Mike Critch  the head of Dovre North America business unit  will report to Toivola .,neutral
The new majority owners of Aspocomp Thailand Co.  Ltd are certain private persons belonging to immediate circle of Aspocomp 's present Joint Venture partner  Saha Pathana Inter-Holding Plc. .,neutral
Amer  which bought Salomon from adidas in October  said the job cuts are aimed at boosting competitiveness .,neutral
Short-term licenses for the games cost as little as $ 3 while purchasing a game outright can cost as much as $ 10 or $ 15 .,neutral
The situation of coated magazine printing paper will continue to be weak .,negative
Glaston 's share GLA1V is listed on the NASDAQ OMX Helsinki  Mid Cap List .,neutral
"CDP was established on the initiative of institutional investors , however  the annually published results also interest an increasing number of customers and other interest groups of the reporting companies .",neutral
Operating profit decreased to EUR 11.2 mn from EUR 16.6 mn .,negative
The plant is expected to enter commercial operation by mid-2009 .,neutral
Master of Mayawas jointly developed by Nokia Siemens Networks and UFA - FremantleMedia  and will be actively advertised by Maxis in the end of May 2007 .,neutral
Neste Oil will publish its third quarter 2008 results on Friday  24 October 2008 at approximately 9 am ( EET ) .,neutral
Thus the group 's balance sheet will have about EUR 25.8 million of goodwill  the company added .,neutral
With five different game modes  co-op tournaments  4 player split-screen and multiplayer modes  players can have as much fun as they would if they were actually fishing .,neutral
As such  the space has blond wood floors ( unlike the rest of the store ) and a notably Scandinavian vibe .,neutral
Finnish technology company Raute Corporation ( OMX Helsinki : RUTAV ) issued on Tuesday ( 23 September ) a profit warning for the financial year 2008 .,negative
no compensation for its news  opinions or distributions .,neutral
The reason for this is St. Petersburg status as a capital  one of the participants in the meeting quoted Chikunov as saying .,neutral
In the building and home improvement trade  sales decreased by 22.5 % to EUR 201.4 mn .,negative
: Lietuvos Respublikos sveikatos apsaugos ministerija has awarded contract to UAB `` AFFECTO LIETUVA '' for financial systems software package .,positive
According to Atria 's President and CEO Matti Tikkakoski  the company 's Swedish operations significantly improved in the first quarter .,positive
Finnish Honkarakenne that specialises in the building of log houses is planning to use pine from Russian Karelia .,neutral
VNH generates annual net sales of about 5 mln eur and employs 21 people .,neutral
Cencorp estimates that its net sales in the last quarter will be as earlier stated  EUR4 .3 m to EUR5 .0 m  and operating profit (EBIT)is estimated to be positive .,positive
Symphony Services provides development services for Aldata GOLD .,neutral
A 2001 agreement expired earlier this month .,neutral
Simultaneously  his responsibility area is extended from legal affairs to cover also mergers and acquisitions .,neutral
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,neutral
For Q2 2010  consolidated earnings before tax totaled EUR4 .5 m  compared to EUR3 .9 m  and net profit was EUR3 .2 m  compared to EUR2 .9 m in the previous year .,positive
Operating profit was EUR 11.4 mn  up from EUR 7.5 mn .,positive
The redesigned crushing circuit has been in operation since the start of September and its overall production rate on a weekly basis is in excess of an average of 40000 tonnes a day .,neutral
Following the acquisitions  Panostaja will establish a new business unit which will focus on heat treatment of metals .,neutral
EBIT excluding non-recurring items  totalled EUR 67.8 mn  up from EUR 38.1 mn .,positive
`` We have tailored our solutions to meet Solel 's technical requirements  and the result is both cost-effective manufacturing and highest-quality reflectors . '',positive
Raisio is the site of the main production plants as well as company headquarters .,neutral
In addition  Cramo and Peab have signed exclusive five-year rental agreements in Finland and have extended their existing rental agreements in the Swedish market for another five years .,positive
As capacity was cut with 1.4 %  the passenger load factor was down 7.8 percentage points .,negative
However  the bottom-line result improved thanks to positive financial items .,positive
Net profit in the same period in 2006 was 36.6 million euros .,neutral
ITG 's share in the deal is estimated at some 500000 euro $ 627000 .,neutral
The start of the negotiations  relating to Glaston 's efficiency program  was announced in October .,neutral
LKAB  headquartered in Lulea  Sweden  is a high-tech mining company producing upgraded iron ore products for the steel industry .,neutral
Each share is entitled to one vote .,neutral
Both operating profit and turnover for the six-month period increased  respectively from EUR0 .1 m and EUR29 .0 m  as compared to the corresponding period a year ago .,positive
Why put up costly cell phone towers in thinly populated areas when a few balloons would do ?,neutral
We are very pleased with the fine co-operation between the two countries in recent times  he said .,positive
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,positive
Kaupthing Bank will publish its annual results for 2007 before markets open on Thursday 31 January .,neutral
Revenue from July to September grew 21 percent to EURO 2.3 billion  the Finnish company said Thursday .,positive
OP-Pohjola Group 's capital adequacy ratio under the Act on Credit Institutions stood at 12.1 % and Tier 1 ratio at 12.1 % .,neutral
No financial details were revealed .,neutral
The major breweries increased their domestic beer sales by 4.5 per cent last year  to 256.88 million litres from 245.92 million litres in 2004 .,positive
Net interest income was EUR 39.3 mn  up from EUR 32.7 mn .,positive
The product range includes marinated olives  cold cuts  and pates  for example .,neutral
The Kyroskoski investment is to be completed in late 2011 and the +ä+ñnekoski investment in the spring of 2012 .,neutral
BioTie North-American licensing partner Somaxon Pharmaceuticals started a phase II-III clinical study in patients suffering from pathological gambling and a pilot phase II study in nicotine addiction smoking cessation .,neutral
The company 's board of directors will propose a dividend of EUR 0.14 for 2008 at the annual general meeting .,neutral
Combining this deep domain expertise with our Application Service Management ASM and outsourcing service offerings has now proved to be a winning combination .,positive
On the route between Helsinki in Finland and Tallinn in Estonia  cargo volumes increased by 36 %  while cargo volumes between Finland and Sweden fell by 9 % .,neutral
